ID,AGENTE,AUTOMOVILASIGNADO_ID,CADUCIDADASIGNACIONSERVICIO,CALIFICACIONCONDUCTORASIGNADO,CALIFICACION_USUARIO,CONDUCTORASIGNADO_ID,CONDUCTORESPOSTULADOS,COSTO,DELTACADUCIDADASIGNACION,DIRECCIONCOMPLEMENTARIA,DIRECCIONDESTINO,DIRECCIONPRINCIPAL,ESTADO,FECHA,FECHALEGIBLE,HORALANZAMIENTO,IDCIUDAD,IDLLAMADA,IDSERVICIO,INDICACIONES,LATITUD,LATITUDDESTINO,LONGITUD,LONGITUDDESTINO,MEDIOPAGO,NUMEROVALE,ORIGEN,PLACAAUTOMOVILASIGNADO,PROMEDIOCONDUCTORASIGNADO,PROPINA,TAMANOVEHICULO,TIPOASIGNACION,TIPOSERVICIO,USAPLANILLA,USUARIO,USUARIOAPLICACION_ID,USUARIOTELEFONICO_ID,IDCONDUCTORASIGNADO,PAGOEXITOSO,MOTIVORECHAZO,DIRECCIONMOSTRAR,DESCPAGO,BARRIOORIGEN,NUMEROCARROS,ANTERIOR,RUTA,CONDUCTOR_CERCANO,RECORRIDO_METROS,DISTANCIA,RECORRIDO_DISTANCIA,CALC_TARIFA,PRELIQUIDACION,TIEMPO,NUMERO_PASAJEROS,COSTO_INTERRUMPIDO
45691479,NULL,NULL,180,NULL,NULL,NULL,NULL,15400,60,NULL,"calle 47a sur #80f-3","cl 23f # 108 - 67",ABANDONADO,1609459215238,"2021-01-01 00:00:15",NULL,11001,NULL,NULL,NULL,4.6860408,4.62039,-74.1420508,-74.1697595,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8959264,NULL,NULL,NULL,NULL,NULL,"cl 23 f # 108 - impar",NULL,VERSALLES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691480,NULL,NULL,180,NULL,NULL,NULL,NULL,15700,60,NULL,"Carrera 23D & Calle 33 S","kr 4 este # 46a - 13",ABANDONADO,1609459215606,"2021-01-01 00:00:15",NULL,11001,NULL,NULL,NULL,4.63219224375104,4.58154,-74.05779551714659,-74.11677,EFECTIVO,NULL,APP,NULL,NULL,5000,NORMAL,TIEMPO_RUTA,NORMAL,0,9397371,NULL,NULL,NULL,NULL,NULL,"kr 4 este # 46 a - impar",NULL,"PARDO RUBIO NOROCCIDENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691481,174,NULL,90,NULL,NULL,NULL,NULL,NULL,60,"CALLE 100",NULL,"cra. 63 98b-51",ABANDONADO,1609459216911,"2021-01-01 00:00:17",NULL,11001,17089050,NULL,"AP 604",4.68883944,NULL,-74.06819869,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,3249469,NULL,3249469,NULL,NULL,NULL,"kr 63 # 98 b - impar",NULL,"LOS ANDES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691482,NULL,NULL,180,NULL,NULL,NULL,NULL,25000,60,NULL,"calle 58q sur # 78 - 39","kr 118 # 76a - 11",ABANDONADO,1609459218292,"2021-01-01 00:00:18",NULL,11001,NULL,NULL,NULL,4.7203446646810425,4.602468080000051,-74.13047667592762,-74.17859310599994,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9045255,NULL,NULL,NULL,NULL,NULL,"kr 118 # 76 a - impar",NULL,"CENTRO ENGATIVA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691483,NULL,NULL,180,NULL,NULL,NULL,NULL,6500,60,NULL,"Barrio Villemar","kr 83 # 13c - 42",CANCELADO,1609459218343,"2021-01-01 00:00:18",NULL,11001,NULL,NULL,NULL,4.654355782408128,4.670606841467187,-74.13976114243268,-74.14007668605154,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,4533026,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","kr 83 # 13 c - par",NULL,ANDALUCIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691484,NULL,NULL,180,NULL,NULL,NULL,NULL,12100,60,NULL,"Barrio tintala","kr 64a # 2c - 56",ABANDONADO,1609459218343,"2021-01-01 00:00:18",NULL,11001,NULL,NULL,NULL,4.62153847324097,4.649429656106338,-74.12234656512739,-74.15592088352861,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397331,NULL,NULL,NULL,NULL,NULL,"kr 64 a # 2 c - par",NULL,GALAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691485,NULL,129935,180,NULL,NULL,153634520381445842525,...,12900,60,NULL,"CL 16J # 96C - 24","kr 94h # 83b - 3",CANCELADO,1609459218666,"2021-01-01 00:00:18",NULL,11001,NULL,NULL,NULL,4.710099554846552,4.668064272000038,-74.10356473177671,-74.1427729639999,EFECTIVO,NULL,APP,WLU983,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9186270,NULL,NULL,153634520381445842525,NULL,"CON|Usuario Se fue","kr 94 h # 83 b - impar",NULL,"CIUDAD QUIRIGUA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691486,NULL,144170,90,NULL,5,149012071410812852353,...,12900,60,,"KR 7BBIS # CL 129 (BOGOTA)","tv. 26 53 c 82",CUMPLIDO,1609459218704,"2021-01-01 00:00:18",NULL,11001,17089074,NULL,CASA,4.64471296,4.7079778,-74.07413996,-74.0298336,EFECTIVO,NULL,IVR,WEU852,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,9397344,NULL,9397344,149012071410812852353,NULL,NULL,"tv 26 # 53 c - par","Pago definido/preliquidado por 12900","SAN LUIS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691487,NULL,NULL,180,NULL,NULL,NULL,NULL,18100,60,NULL,"CL 31 Sur # 5A - 27","cl 42b sur # 81l - 13",ABANDONADO,1609459218807,"2021-01-01 00:00:18",NULL,11001,NULL,NULL,NULL,4.6278201402008206,4.565613401000064,-74.16722226887941,-74.09855791099994,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8877274,NULL,NULL,NULL,NULL,NULL,"cl 42 b sur # 81 l - impar",NULL,"EL AMPARO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691488,NULL,NULL,180,NULL,NULL,NULL,NULL,8600,60,NULL,"DG 64 BIS # 19 - 5","tv 50 # 77b - 20 sur",ABANDONADO,1609459218984,"2021-01-01 00:00:19",NULL,11001,NULL,NULL,NULL,4.571116703266828,4.558254528643429,-74.16892010718583,-74.14507493376732,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9261619,NULL,NULL,NULL,NULL,NULL,"tv 50 # 77 b sur - par",NULL,BRISAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691489,NULL,NULL,180,NULL,NULL,NULL,NULL,9400,60,NULL,"CL 73A BIS A Sur # 17B - 7","dg 46 sur # 13a - 22",ABANDONADO,1609459219662,"2021-01-01 00:00:19",NULL,11001,NULL,NULL,NULL,4.567923656928597,4.543969340904794,-74.11874435842037,-74.1382084786892,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8936135,NULL,NULL,NULL,NULL,NULL,"dg 46 sur # 13 a - par",NULL,"MARCO FIDEL SUAREZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691490,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,60,NULL,"KR 63 # 19 - 18 Sur","cl 38 # 1 - 116",CANCELADO,1609459220038,"2021-01-01 00:00:20",NULL,25754,NULL,NULL,NULL,4.58620911883998,4.612342282445474,-74.19553231447935,-74.12732239812613,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8777901,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","cl 38 # 1 - par",NULL,"URBANIZACION TERREROS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691491,NULL,NULL,180,NULL,NULL,NULL,NULL,12400,60,NULL,"Biblioteca Pública El Tintal Manuel Zapata Olivella","cl 1 # 52 - 84",ABANDONADO,1609459220261,"2021-01-01 00:00:20",NULL,11001,NULL,NULL,NULL,4.61069906653603,4.64266,-74.12035435438156,-74.15417,EFECTIVO,NULL,APP,NULL,NULL,4000,NORMAL,TIEMPO_RUTA,NORMAL,0,8671892,NULL,NULL,NULL,NULL,NULL,"cl 1 # 52 - par",NULL,PONDEROSA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691492,NULL,NULL,180,NULL,NULL,NULL,NULL,6700,60,NULL,"AK 50 # 4 - 34","cl 27 sur # 51a - 3",ABANDONADO,1609459221053,"2021-01-01 00:00:21",NULL,11001,NULL,NULL,NULL,4.60343805866495,4.616778311448821,-74.12410777062178,-74.11375377327204,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,PREMIUM,0,9146810,NULL,NULL,NULL,NULL,NULL,"cl 27 sur # 51 a - impar",NULL,ALCALA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691493,NULL,NULL,180,NULL,NULL,NULL,NULL,21800,60,NULL,"Carrera 17 # 29 - 32","cl 129f # 123 - 62",ABANDONADO,1609459221303,"2021-01-01 00:00:21",NULL,11001,NULL,NULL,NULL,4.734873876245428,4.619102274564361,-74.1088942810893,-74.07358147866707,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8436109,NULL,NULL,NULL,NULL,NULL,"cl 129 f # 123 - par",NULL,"NUEVA TIBABUYES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691494,NULL,NULL,180,NULL,NULL,NULL,NULL,18800,60,NULL,"Colegio Distrital San Cristóbal - Sede a","kr 78c # 13 - 51",ABANDONADO,1609459221326,"2021-01-01 00:00:21",NULL,11001,NULL,NULL,NULL,4.649627293000037,4.57019,-74.13374298199994,-74.07987,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9231783,NULL,NULL,NULL,NULL,NULL,"kr 78 c # 13 - impar",NULL,"VISION DE COLOMBIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691495,NULL,NULL,180,NULL,NULL,NULL,NULL,22400,60,NULL,"KR 92 # 128 - 68","kr 83a # 65 - 61 sur",CANCELADO,1609459221407,"2021-01-01 00:00:21",NULL,11001,NULL,NULL,NULL,4.615541145382373,4.721605203000081,-74.19099368155003,-74.09149212299991,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8409535,NULL,NULL,NULL,NULL,USU|DESCONOCIDO,"kr 83 a # 65 sur - impar",NULL,ISLANDIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691496,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"cra. 110 141a-33",ABANDONADO,1609459221556,"2021-01-01 00:00:21",NULL,11001,17089082,NULL,"AP   302 BL 18",4.74551962,NULL,-74.1006732,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,3725787,NULL,3725787,NULL,NULL,NULL,"kr 110 # 141 a - impar",NULL,"PUERTA DEL SOL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691497,NULL,NULL,180,NULL,NULL,NULL,NULL,26600,60,NULL,"Calle 7B 70B-28","cl 188 # 15 - 43",ABANDONADO,1609459221541,"2021-01-01 00:00:21",NULL,11001,NULL,NULL,NULL,4.764833834715862,4.6328,-74.0354061126709,-74.13191,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,2136738,NULL,NULL,NULL,NULL,NULL,"cl 188 # 15 - impar",NULL,"EL VERBENAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691498,NULL,NULL,180,NULL,NULL,NULL,NULL,20600,60,NULL,"Cai Roma","kr 118b # 69c - 30",ABANDONADO,1609459222079,"2021-01-01 00:00:22",NULL,11001,NULL,NULL,NULL,4.715372993482978,4.613436838999974,-74.13620755076408,-74.17560249799999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9168326,NULL,NULL,NULL,NULL,NULL,"kr 118 b # 69 c - par",NULL,"CENTRO ENGATIVA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691499,NULL,NULL,180,NULL,NULL,NULL,NULL,13500,60,NULL,"KR 110A BIS # 20C - 28","cl 24a # 56 - 35",ABANDONADO,1609459222334,"2021-01-01 00:00:22",NULL,11001,NULL,NULL,NULL,4.642514016948803,4.6826206700000625,-74.09964166581629,-74.14772115799991,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8444438,NULL,NULL,NULL,NULL,NULL,"cl 24 a # 56 - impar",NULL,"CIUDAD SALITRE NOR-ORIENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691500,NULL,124586,180,5,5,152167595649843472686,...,15700,60,NULL,"KR 46 # CL 57A (BOGOTA)","cl. 141 #7b-63, bogota, colombia",CUMPLIDO,1609459222844,"2021-01-01 00:00:22",NULL,11001,NULL,NULL,NULL,4.718068500000001,4.6479199,-74.03157999999999,-74.0843831,EFECTIVO,NULL,APP,VFE471,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8293401,NULL,NULL,152167595649843472686,NULL,NULL,"cl 141 # 7 b - impar","Pago definido/preliquidado por 15700",CEDRITOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691501,NULL,NULL,180,NULL,NULL,NULL,NULL,18600,32,NULL,"Pizzamania Flora","cl 99 # 26 i 2 - 15",ABANDONADO,1609459222942,"2021-01-01 00:00:23",NULL,76001,NULL,NULL,NULL,3.423920746596009,3.46859,-76.47579655051231,-76.52262,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397289,NULL,NULL,NULL,NULL,NULL,"cl 99 # 26 i2 - impar",NULL,"PROMOCIONES POPULARES B",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691502,NULL,NULL,180,NULL,NULL,NULL,NULL,23300,60,NULL,"Centro Comercial Metrópolis","cl 58a sur # 17a - 2",ABANDONADO,1609459223244,"2021-01-01 00:00:23",NULL,11001,NULL,NULL,NULL,4.562603663915889,4.68075,-74.13322493433952,-74.08242,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,3474093,NULL,NULL,NULL,NULL,NULL,"cl 58 a sur # 17 a - par",NULL,"SAN BENITO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691503,NULL,NULL,180,NULL,NULL,NULL,NULL,21800,60,NULL,"CL 156B # 100 - 66","cl 69b # 121 - 70",CANCELADO,1609459223508,"2021-01-01 00:00:23",NULL,11001,NULL,NULL,NULL,4.716932763506253,4.756229171000086,-74.13810823112726,-74.08726387099995,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397394,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","cl 69 b # 121 - par",NULL,"LA FAENA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691504,NULL,NULL,180,NULL,NULL,NULL,NULL,15200,60,NULL,"Estación de Bomberos Garces Navas-Bogotá","cl 154a # 94 - 54",ABANDONADO,1609459223545,"2021-01-01 00:00:23",NULL,11001,NULL,NULL,NULL,4.751817913000082,4.71418,-74.08338383999995,-74.12079,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9374681,NULL,NULL,NULL,NULL,NULL,"cl 154 a # 94 - par",NULL,"SALITRE I",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691505,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,60,NULL,"Cai La Candelaria","cl 54 # 7 - 19",ABANDONADO,1609459223810,"2021-01-01 00:00:23",NULL,11001,NULL,NULL,NULL,4.594211555818359,4.57334,-74.1907325014472,-74.15323,EFECTIVO,NULL,APP,NULL,NULL,4000,NORMAL,TIEMPO_RUTA,NORMAL,0,9041343,NULL,NULL,NULL,NULL,NULL,"cl 54 # 7 - impar",NULL,"CHAPINERO CENTRAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691506,NULL,NULL,180,NULL,NULL,NULL,NULL,24300,60,NULL,"KR 116A # 81 - 84","kr 11 # 180a - 5",ABANDONADO,1609459224152,"2021-01-01 00:00:24",NULL,11001,NULL,NULL,NULL,4.756880123478599,4.725959476000071,-74.03364926576614,-74.12059767699992,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,4447853,NULL,NULL,NULL,NULL,NULL,"kr 11 # 180 a - impar",NULL,"SAN JOSE DE USAQUEN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691507,NULL,NULL,180,NULL,NULL,NULL,NULL,21000,60,NULL,"kr 78a # 42b - 33 sur","kr 94h # 84 - 47",ABANDONADO,1609459225639,"2021-01-01 00:00:25",NULL,11001,NULL,NULL,NULL,4.7106943306901155,4.6129087,-74.10309132188559,-74.159402,EFECTIVO,NULL,APP,NULL,NULL,4000,NORMAL,TIEMPO_RUTA,NORMAL,0,9170115,NULL,NULL,NULL,NULL,NULL,"kr 94 h # 84 - impar",NULL,"CIUDAD QUIRIGUA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691508,NULL,NULL,180,NULL,NULL,NULL,NULL,7200,60,NULL,"Calle 128 # 104A - 11","kr 102 # 153 - 27",ABANDONADO,1609459225768,"2021-01-01 00:00:25",NULL,11001,NULL,NULL,NULL,4.754134583000052,4.728730429000052,-74.08982151299995,-74.10195332899991,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9218067,NULL,NULL,NULL,NULL,NULL,"kr 102 # 153 - impar",NULL,"EL SALITRE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691509,NULL,119811,180,4,5,158195811111569691755,...,6500,60,NULL,"CL 146B # AK 72 (BOGOTA)","kr 56 # 161 - 40",CUMPLIDO,1609459225775,"2021-01-01 00:00:25",NULL,11001,NULL,NULL,NULL,4.744500150406274,4.73296,-74.05882112681866,-74.06717,EFECTIVO,NULL,APP,SMY863,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8766204,NULL,NULL,158195811111569691755,NULL,NULL,"kr 56 # 161 - par","Pago definido/preliquidado por 6500",BRITALIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691510,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cra. 20 39-10 sur",ABANDONADO,1609459226454,"2021-01-01 00:00:26",NULL,11001,17089083,NULL,CASA,4.57685615,NULL,-74.1192739,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,8400513,NULL,8400513,NULL,NULL,NULL,"kr 20 # 39 sur - par",NULL,"QUIROGA SUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691511,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,32,"NUEVA FLORESTA DEL ICT",NULL,"cra. 25a # 56 71",ABANDONADO,1609459226720,"2021-01-01 00:00:26",NULL,76001,Sip/Cali_4444444,NULL,,3.43833115,NULL,-76.49600992,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,4327148,NULL,4327148,NULL,NULL,NULL,"kr 25 a # 56 - impar",NULL,"NUEVA FLORESTA DEL ICT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691512,NULL,NULL,180,NULL,NULL,NULL,NULL,9500,60,NULL,"KR 34A # 33 - 291","cl 81 sur # 96 - 24",ABANDONADO,1609459227073,"2021-01-01 00:00:27",NULL,11001,NULL,NULL,NULL,4.629205996020269,4.608905460451639,-74.20949555933475,-74.21270113438366,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9100634,NULL,NULL,NULL,NULL,NULL,"cl 81 sur # 96 - par",NULL,"EL REMANSO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691513,NULL,NULL,180,NULL,NULL,NULL,NULL,13800,60,NULL,"Conj Res Mandarino Psp","kr 81d # 8c - 45",CANCELADO,1609459227260,"2021-01-01 00:00:27",NULL,11001,NULL,NULL,NULL,4.6460345,4.70102,-74.1465504,-74.10682,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8458353,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","kr 81 d # 8 c - impar",NULL,VALLADOLID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691514,NULL,173035,180,5,NULL,101099359764835702461,...,6000,60,NULL,"CL 2BIS # KR 73 (BOGOTA)","kr 70a # 1 - 61",CUMPLIDO,1609459227704,"2021-01-01 00:00:27",NULL,11001,NULL,NULL,NULL,4.622785654408069,4.624009331000082,-74.13197670131922,-74.14161235599994,EFECTIVO,NULL,APP,ESN412,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9329144,NULL,NULL,101099359764835702461,NULL,NULL,"kr 70 a # 1 - impar","Pago definido/preliquidado por 6000","CENTRO AMERICAS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691515,NULL,NULL,180,NULL,NULL,NULL,NULL,5800,60,NULL,"Cai Altamira","cl 38 sur # 4 - 93 este",ABANDONADO,1609459228066,"2021-01-01 00:00:28",NULL,11001,NULL,NULL,NULL,4.551793108177344,4.537,-74.09093756228685,-74.08613,EFECTIVO,NULL,APP,NULL,NULL,4000,NORMAL,TIEMPO_RUTA,NORMAL,0,9188170,NULL,NULL,NULL,NULL,NULL,"cl 38 sur # 4 este - impar",NULL,"LA VICTORIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691516,NULL,NULL,180,NULL,NULL,NULL,NULL,19000,60,NULL,"Palos Verdes A Cra. 45 entre Cll. 66 y 67","kr 54 # 5 - 35",ABANDONADO,1609459228384,"2021-01-01 00:00:28",NULL,5001,NULL,NULL,NULL,6.212025738273991,6.262178400000001,-75.58449883013964,-75.5557097,EFECTIVO,NULL,APP,NULL,NULL,5000,NORMAL,TIEMPO_RUTA,NORMAL,0,9089418,NULL,NULL,NULL,NULL,NULL,"kr 54 # 5 - impar",NULL,"CAMPO AMOR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691517,NULL,NULL,180,NULL,NULL,NULL,NULL,22800,60,NULL,"La Libertad","kr 68b # 74a - 26",ABANDONADO,1609459228434,"2021-01-01 00:00:28",NULL,11001,NULL,NULL,NULL,4.680232466973405,4.62582,-74.08497333526611,-74.19149,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9277215,NULL,NULL,NULL,NULL,NULL,"kr 68 b # 74 a - par",NULL,METROPOLIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691518,NULL,NULL,180,NULL,NULL,NULL,NULL,19300,60,NULL,"La Independencia","kr 20 # 10 - 15 sur",ABANDONADO,1609459228834,"2021-01-01 00:00:28",NULL,11001,NULL,NULL,NULL,4.589867959794437,4.62079,-74.0981402993202,-74.19606,EFECTIVO,NULL,APP,NULL,NULL,3000,NORMAL,TIEMPO_RUTA,NORMAL,0,9397276,NULL,NULL,NULL,NULL,NULL,"kr 20 # 10 sur - impar",NULL,LUNAPARK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691519,NULL,161303,180,5,5,155241635797392281461,...,27800,60,NULL,"KR 64 # CL 59 SUR (BOGOTA)","ak 72 # 163 - 61",CUMPLIDO,1609459229515,"2021-01-01 00:00:29",NULL,11001,NULL,NULL,NULL,4.7488878959689185,4.59414092600008,-74.06527318060398,-74.15483848299993,EFECTIVO,NULL,APP,FUZ574,4,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,8742232,NULL,NULL,155241635797392281461,NULL,NULL,"ak 72 # 163 - impar","Pago definido/preliquidado por 27800","PORTALES DEL NORTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691520,NULL,NULL,180,NULL,NULL,NULL,NULL,13500,60,NULL,"carrera 57 119a-60","dg 61d # 27 - 17",ABANDONADO,1609459229932,"2021-01-01 00:00:30",NULL,11001,NULL,NULL,NULL,4.649815393152317,4.70552,-74.0752536803484,-74.06805,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8965725,NULL,NULL,NULL,NULL,NULL,"dg 61 d # 27 - impar",NULL,"EL CAMPIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691521,NULL,NULL,180,NULL,NULL,NULL,NULL,15200,60,NULL,"Madelena Urbano","cl 11 # 88a - 1",ABANDONADO,1609459230106,"2021-01-01 00:00:30",NULL,11001,NULL,NULL,NULL,4.653933056595803,4.59294,-74.14840757846832,-74.15757,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,PREMIUM,0,8770894,NULL,NULL,NULL,NULL,NULL,"cl 11 # 88 a - impar",NULL,"EL VERGEL OCCIDENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691522,NULL,NULL,180,NULL,NULL,NULL,NULL,8600,60,NULL,"Revellion Cultu-Bar","kr 8 # 47 - 41",ABANDONADO,1609459232085,"2021-01-01 00:00:32",NULL,11001,NULL,NULL,NULL,4.634303261984219,4.60108,-74.06452551484108,-74.07038,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9118961,NULL,NULL,NULL,NULL,NULL,"kr 8 # 47 - impar",NULL,MARLY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
