ID,AGENTE,AUTOMOVILASIGNADO_ID,CADUCIDADASIGNACIONSERVICIO,CALIFICACIONCONDUCTORASIGNADO,CALIFICACION_USUARIO,CONDUCTORASIGNADO_ID,CONDUCTORESPOSTULADOS,COSTO,DELTACADUCIDADASIGNACION,DIRECCIONCOMPLEMENTARIA,DIRECCIONDESTINO,DIRECCIONPRINCIPAL,ESTADO,FECHA,FECHALEGIBLE,HORALANZAMIENTO,IDCIUDAD,IDLLAMADA,IDSERVICIO,INDICACIONES,LATITUD,LATITUDDESTINO,LONGITUD,LONGITUDDESTINO,MEDIOPAGO,NUMEROVALE,ORIGEN,PLACAAUTOMOVILASIGNADO,PROMEDIOCONDUCTORASIGNADO,PROPINA,TAMANOVEHICULO,TIPOASIGNACION,TIPOSERVICIO,USAPLANILLA,USUARIO,USUARIOAPLICACION_ID,USUARIOTELEFONICO_ID,IDCONDUCTORASIGNADO,PAGOEXITOSO,MOTIVORECHAZO,DIRECCIONMOSTRAR,DESCPAGO,BARRIOORIGEN,NUMEROCARROS,ANTERIOR,RUTA,CONDUCTOR_CERCANO,RECORRIDO_METROS,DISTANCIA,RECORRIDO_DISTANCIA,CALC_TARIFA,PRELIQUIDACION,TIEMPO,NUMERO_PASAJEROS,COSTO_INTERRUMPIDO
45692263,NULL,NULL,180,NULL,NULL,NULL,NULL,6000,60,NULL,"KR 124 # 128B - 11","kr 108a # 140a - 61",ABANDONADO,1609459483681,"2021-01-01 00:04:43",NULL,11001,NULL,NULL,NULL,4.744817571254375,4.733716776370189,-74.099429436028,-74.11034971475601,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8873742,NULL,NULL,NULL,NULL,NULL,"kr 108 a # 140 a - impar",NULL,"PUERTA DEL SOL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692264,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"cra. 72 i 37 d 09 sur",ABANDONADO,1609459483975,"2021-01-01 00:04:44",NULL,11001,17089174,NULL,CASA,4.61206319,NULL,-74.14219654,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,128049,NULL,128049,NULL,NULL,NULL,"kr 72 i # 37 d sur - impar",NULL,CARVAJAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692265,NULL,NULL,180,NULL,NULL,NULL,NULL,19100,60,NULL,"Lucero del Sur","cl 56f sur # 93 - 20",ABANDONADO,1609459484245,"2021-01-01 00:04:44",NULL,11001,NULL,NULL,NULL,4.633744178617495,4.55091,-74.19023159891366,-74.14112,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8580530,NULL,NULL,NULL,NULL,NULL,"cl 56 f sur # 93 - par",NULL,"EL CORZO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692266,NULL,NULL,180,NULL,NULL,NULL,NULL,13100,60,NULL,"KR 29B # 27 - 55 Sur","ac 17 # 72 - 13",CANCELADO,1609459484405,"2021-01-01 00:04:44",NULL,11001,NULL,NULL,NULL,4.648701928978823,4.591632298000093,-74.12767946720123,-74.1129021779999,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9262533,NULL,NULL,NULL,NULL,USU|DESCONOCIDO,"ac 17 # 72 - impar",NULL,"EL TINTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692267,NULL,161734,180,4,5,157818911571791959442,...,5400,60,NULL,"CL 5 # KR 32A (BOGOTA)","kr 40c # 3b - 24",CUMPLIDO,1609459484542,"2021-01-01 00:04:44",NULL,11001,NULL,NULL,NULL,4.612786421297359,4.607299688000069,-74.11089856177568,-74.10228456699993,EFECTIVO,NULL,APP,FVK062,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,964556,NULL,NULL,157818911571791959442,NULL,NULL,"kr 40 c # 3 b - par","Pago definido/preliquidado por 5400","PRIMAVERA OCCIDENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692268,NULL,NULL,180,NULL,NULL,NULL,NULL,5800,60,NULL,"kr 81j # 57c - 20 sur","kr 86h bis # 66a - 44 sur",CANCELADO,1609459485273,"2021-01-01 00:04:45",NULL,11001,NULL,NULL,NULL,4.620034300323455,4.616361998000059,-74.1920568421483,-74.1817311719999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9337948,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","kr 86 h bis # 66 a sur - par",NULL,"SAN PEDRO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692269,NULL,NULL,180,NULL,NULL,NULL,NULL,11000,60,NULL,"carrera 108 81a-55","cl 142 # 102b - 44",ABANDONADO,1609459485280,"2021-01-01 00:04:45",NULL,11001,NULL,NULL,NULL,4.744476640000073,4.71786,-74.09433155999994,-74.11403,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8587090,NULL,NULL,NULL,NULL,NULL,"cl 142 # 102 b - par",NULL,BOCHALEMA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692270,NULL,159535,90,NULL,5,150179757392385478662,...,5000,32,"PAMPA LINDA","KR 66 # CL 3 (CALI)","cl. 5 # 60 64",CUMPLIDO,1609459486084,"2021-01-01 00:04:46",NULL,76001,Sip/Cali_4444444,NULL,"LAS ASTURIAS",3.40603913,3.3975546,-76.54727889,-76.5498331,EFECTIVO,NULL,IVR,EQL453,5,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,4361809,NULL,4361809,150179757392385478662,NULL,NULL,"cl 5 # 60 - par","Pago definido/preliquidado por 5000","PAMPA LINDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692271,NULL,NULL,180,NULL,NULL,NULL,NULL,17000,60,NULL,"KR 103B # 82 - 49","ak 19 # 146 - 41",ABANDONADO,1609459486531,"2021-01-01 00:04:46",NULL,11001,NULL,NULL,NULL,4.72888353290215,4.716086181000094,-74.04561158269644,-74.11118546999995,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8798388,NULL,NULL,NULL,NULL,NULL,"ak 19 # 146 - impar",NULL,"LOS CEDRITOS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692272,NULL,122436,180,NULL,5,161158821813253166559,...,18000,60,NULL,"CL 49A # KR 28A (BOGOTA)","cl. 95 #71-17",CUMPLIDO,1609459486708,"2021-01-01 00:04:46",NULL,11001,NULL,NULL,NULL,4.6964363,4.6390410340000585,-74.0839673,-74.07847768899995,EFECTIVO,NULL,APP,TGX657,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8430155,NULL,NULL,161158821813253166559,NULL,NULL,"cl 95 # 71 - impar","Pago definido/preliquidado por 18000",POTOSI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692273,NULL,NULL,180,NULL,NULL,NULL,NULL,13100,60,NULL,"Colegio Militar Antonia Santos","ac 24 # 68b - 85",ABANDONADO,1609459486834,"2021-01-01 00:04:46",NULL,11001,NULL,NULL,NULL,4.652164623014224,4.61938,-74.11025751382113,-74.16361,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8023875,NULL,NULL,NULL,NULL,NULL,"ac 24 # 68 b - impar",NULL,"CIUDAD SALITRE OCCIDENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692274,NULL,NULL,180,NULL,NULL,NULL,NULL,17200,60,NULL,"KR 72C # 55B - 23 Sur","kr 108 # 20b - 47",ABANDONADO,1609459487711,"2021-01-01 00:04:47",NULL,11001,NULL,NULL,NULL,4.6809174909094695,4.602173852000078,-74.14686262607574,-74.16512931299991,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9351989,NULL,NULL,NULL,NULL,NULL,"kr 108 # 20 b - impar",NULL,PALESTINA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692275,NULL,NULL,180,NULL,NULL,NULL,NULL,22100,60,NULL,"Panaderia y Cafeteria Mi Rubis de la 41","kr 65 # 11 - 30",ABANDONADO,1609459488317,"2021-01-01 00:04:48",NULL,11001,NULL,NULL,NULL,4.632370696383172,4.5464204,-74.11614932119846,-74.082498,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9069519,NULL,NULL,NULL,NULL,NULL,"kr 65 # 11 - par",NULL,"SALAZAR GOMEZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692276,NULL,NULL,180,NULL,NULL,NULL,NULL,22900,60,NULL,"KR 104A BIS # 60 - 78 Sur","kr 69p # 67 - 81",ABANDONADO,1609459488848,"2021-01-01 00:04:48",NULL,11001,NULL,NULL,NULL,4.6790926524894685,4.6402242384735874,-74.09447707235813,-74.20036531984806,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8104850,NULL,NULL,NULL,NULL,NULL,"kr 69 p # 67 - impar",NULL,"LA ESTRADA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692277,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"kr 87b # 51b - 35 sur",ABANDONADO,1609459489230,"2021-01-01 00:04:49",NULL,11001,NULL,NULL,NULL,4.62708460288956,NULL,-74.18049450963736,NULL,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8178462,NULL,NULL,NULL,NULL,NULL,"kr 87 b # 51 b sur - impar",NULL,BETANIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692278,NULL,NULL,180,NULL,NULL,NULL,NULL,18500,60,NULL,"Compartir Suba","cl 70b # 111d - 36",ABANDONADO,1609459489535,"2021-01-01 00:04:49",NULL,11001,NULL,NULL,NULL,4.709368447663219,4.75652,-74.13038380444051,-74.10291,EFECTIVO,NULL,APP,NULL,NULL,1000,NORMAL,TIEMPO_RUTA,NORMAL,0,8790799,NULL,NULL,NULL,NULL,NULL,"cl 70 b # 111 d - par",NULL,"CENTRO ENGATIVA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692279,NULL,NULL,180,NULL,NULL,NULL,NULL,6200,60,NULL,"KR 20 # 58 - 53","cl 47a # 1 - 16 este",ABANDONADO,1609459490229,"2021-01-01 00:04:50",NULL,11001,NULL,NULL,NULL,4.633010258301661,4.646221948118373,-74.0597470284531,-74.07049670827482,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9341856,NULL,NULL,NULL,NULL,NULL,"cl 47 a # 1 este - par",NULL,"PARDO RUBIO NOROCCIDENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692280,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"kr 77nbis # cl 51a sur ",ABANDONADO,1609459490358,"2021-01-01 00:04:50",NULL,11001,NULL,NULL,NULL,4.6072454,NULL,-74.1676858,NULL,EFECTIVO,NULL,CHAT_BOT,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,9397403,NULL,NULL,NULL,NULL,NULL,"kr 77 n bis # 51 a sur - par",NULL,"LAS LUCES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692281,NULL,NULL,180,NULL,NULL,NULL,NULL,13400,60,NULL,"AK 68 # 31 - 99 Sur","cl 55 sur # 18b - 17",ABANDONADO,1609459491101,"2021-01-01 00:04:51",NULL,11001,NULL,NULL,NULL,4.566403328738159,4.606612231397178,-74.13192607462406,-74.1308243572712,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9034908,NULL,NULL,NULL,NULL,NULL,"cl 55 sur # 18 b - impar",NULL,"SAN CARLOS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692282,NULL,NULL,180,NULL,NULL,NULL,NULL,5900,60,NULL,"Calle 97 92-5","kr 87a # 130a - 42",ABANDONADO,1609459491963,"2021-01-01 00:04:52",NULL,11001,NULL,NULL,NULL,4.725682264000056,4.7155,-74.08510954099995,-74.09599,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8732583,NULL,NULL,NULL,NULL,NULL,"kr 87 a # 130 a - par",NULL,TOBERIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692283,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"cl 46 # 28 - 17",ABANDONADO,1609459491995,"2021-01-01 00:04:52",NULL,11001,NULL,NULL,NULL,4.63591133433097,NULL,-74.07831106334925,NULL,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8658414,NULL,NULL,NULL,NULL,NULL,"cl 46 # 28 - impar",NULL,BELALCAZAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692284,NULL,NULL,180,NULL,NULL,NULL,NULL,21000,60,NULL,"Calle 84 Sur # 14C - 51","cl 7 # 37 - 45",ABANDONADO,1609459492023,"2021-01-01 00:04:52",NULL,11001,NULL,NULL,NULL,4.613339505784759,4.509430812000062,-74.1032525897026,-74.11739020099992,VALE,7188760,APP,NULL,NULL,5000,NORMAL,TIEMPO_RUTA,NORMAL,0,8305228,NULL,NULL,NULL,NULL,NULL,"cl 7 # 37 - impar",NULL,"LOS EJIDOS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692285,NULL,NULL,180,NULL,NULL,NULL,NULL,6800,60,NULL,"KR 94B # 56F - 4 Sur","dg 56b sur # 82a - 86",ABANDONADO,1609459492881,"2021-01-01 00:04:52",NULL,11001,NULL,NULL,NULL,4.6186096608230205,4.635206215776519,-74.18238747864962,-74.19125586748123,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9373754,NULL,NULL,NULL,NULL,NULL,"dg 56 b sur # 82 a - par",NULL,"LAS VEGAS DE SANTA ANA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692286,NULL,NULL,180,NULL,NULL,NULL,NULL,13400,60,NULL,"Madelena Urbano","cl 11 # 88a - 1",ABANDONADO,1609459494104,"2021-01-01 00:04:54",NULL,11001,NULL,NULL,NULL,4.653933056595803,4.59294,-74.14840757846832,-74.15757,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8770894,NULL,NULL,NULL,NULL,NULL,"cl 11 # 88 a - impar",NULL,"EL VERGEL OCCIDENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692287,NULL,NULL,180,NULL,NULL,NULL,NULL,10800,60,NULL,"Calle 66A Sur 17-76","kr 52a # 41b - 40 sur",ABANDONADO,1609459494731,"2021-01-01 00:04:54",NULL,11001,NULL,NULL,NULL,4.597153168260142,4.55191,-74.13378652185202,-74.13746,EFECTIVO,NULL,APP,NULL,NULL,1000,NORMAL,TIEMPO_RUTA,NORMAL,0,9105832,NULL,NULL,NULL,NULL,NULL,"kr 52 a # 41 b sur - par",NULL,"LA ALQUERIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692288,NULL,NULL,180,NULL,NULL,NULL,NULL,6500,60,NULL,"KR 94B # 56F - 4 Sur","dg 56b sur # 82a - 86",ABANDONADO,1609459494755,"2021-01-01 00:04:54",NULL,11001,NULL,NULL,NULL,4.618594956576812,4.635286593000046,-74.18246157467365,-74.19138512499991,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9397384,NULL,NULL,NULL,NULL,NULL,"dg 56 b sur # 82 a - par",NULL,"LAS VEGAS DE SANTA ANA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692289,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 69 sur 20  d 76",ABANDONADO,1609459494751,"2021-01-01 00:04:54",NULL,11001,17089177,NULL,casa,4.56212383,NULL,-74.15353603,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,9014483,NULL,9014483,NULL,NULL,NULL,"cl 69 sur # 20 d - par",NULL,"JUAN JOSE RONDON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692290,NULL,152853,180,NULL,NULL,148909740540468990574,...,20100,60,NULL,"Liceo y Preescolar Tommys Ltda","cl 25b bis a # 100 - 36",CANCELADO,1609459495010,"2021-01-01 00:04:55",NULL,11001,NULL,NULL,NULL,4.685087100185744,4.59427,-74.13170613348484,-74.17294,EFECTIVO,NULL,APP,ESL147,NULL,3000,NORMAL,TIEMPO_RUTA,NORMAL,0,8701879,NULL,NULL,148909740540468990574,NULL,"CON|Usuario No Responde Msg","cl 25 b bis a # 100 - par",NULL,"URBANIZACION PARQUE AFIR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692291,NULL,NULL,180,NULL,NULL,NULL,NULL,13100,60,NULL,"Barrio San Bernardino Bosa","kr 80d # 7b - 77",ABANDONADO,1609459495128,"2021-01-01 00:04:55",NULL,11001,NULL,NULL,NULL,4.641084075891167,4.620494296978615,-74.14773266762495,-74.20026588359235,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9018447,NULL,NULL,NULL,NULL,NULL,"kr 80 d # 7 b - impar",NULL,"CIUDAD TECHO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692292,NULL,NULL,180,NULL,NULL,NULL,NULL,23300,60,NULL,"Centro Comercial Metrópolis","cl 58a sur # 17a - 2",ABANDONADO,1609459495871,"2021-01-01 00:04:55",NULL,11001,NULL,NULL,NULL,4.562603663915889,4.68075,-74.13322493433952,-74.08242,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,3474093,NULL,NULL,NULL,NULL,NULL,"cl 58 a sur # 17 a - par",NULL,"SAN BENITO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692293,NULL,NULL,180,NULL,NULL,NULL,NULL,8500,60,NULL,"Arborizadora Alta","dg 49c sur # 13j - 52",ABANDONADO,1609459497410,"2021-01-01 00:04:57",NULL,11001,NULL,NULL,NULL,4.566269309765327,4.571933899999999,-74.12514645606278,-74.1555581,EFECTIVO,NULL,APP,NULL,NULL,1000,NORMAL,TIEMPO_RUTA,NORMAL,0,9397351,NULL,NULL,NULL,NULL,NULL,"dg 49 c sur # 13 j - par",NULL,"LA PLAYA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692294,NULL,NULL,180,NULL,NULL,NULL,NULL,13600,60,NULL,"carrera 106a 156","cl 127b # 45 - 28",CANCELADO,1609459497657,"2021-01-01 00:04:57",NULL,11001,NULL,NULL,NULL,4.709520149125519,4.75744,-74.05431803315878,-74.09209,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8835573,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","cl 127 b # 45 - par",NULL,"TIERRA LINDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692295,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,CABRECHI,NULL,"kr 26 d # 35 b sur - 71",ABANDONADO,1609459497916,"2021-01-01 00:04:58",NULL,11001,17089178,NULL,CASA,4.58637018,NULL,-74.12043503,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,136318,NULL,136318,NULL,NULL,NULL,"kr 26 d # 35 b sur - impar",NULL,"BRAVO PAEZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692296,NULL,NULL,180,NULL,NULL,NULL,NULL,26600,60,NULL,"Calle 7B 70B-28","cl 188 # 15 - 43",ABANDONADO,1609459498549,"2021-01-01 00:04:58",NULL,11001,NULL,NULL,NULL,4.764833834715862,4.6328,-74.0354061126709,-74.13191,EFECTIVO,NULL,APP,NULL,NULL,7000,NORMAL,TIEMPO_RUTA,NORMAL,0,2136738,NULL,NULL,NULL,NULL,NULL,"cl 188 # 15 - impar",NULL,"EL VERBENAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692297,126,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 50 15 45",ABANDONADO,1609459498639,"2021-01-01 00:04:58",NULL,11001,17089145,NULL,"APTO 603",4.6376058,NULL,-74.06810013,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,7840366,NULL,7840366,NULL,NULL,NULL,"cl 50 # 15 - impar",NULL,CHAPINERO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692298,NULL,171774,180,5,5,154533125756254891181,...,6000,32,NULL,"CL 18 # KR 70 (CALI)","kr 47 c # 41 - 14",CUMPLIDO,1609459498764,"2021-01-01 00:04:58",NULL,76001,NULL,NULL,NULL,3.404298060496951,3.39271,-76.51774629950523,-76.52565,EFECTIVO,NULL,APP,EQL913,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9390638,NULL,NULL,154533125756254891181,NULL,NULL,"kr 47 c # 41 - par","Pago definido/preliquidado por 6000","MARIANO RAMOS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692299,NULL,NULL,180,NULL,NULL,NULL,NULL,22700,60,NULL,"Polideportivo Molinos 2","cl 73 sur # 95a - 23",ABANDONADO,1609459499482,"2021-01-01 00:04:59",NULL,11001,NULL,NULL,NULL,4.631194044395969,4.55171,-74.20378983020782,-74.10793,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9389783,NULL,NULL,NULL,NULL,NULL,"cl 73 sur # 95 a - impar",NULL,"SAN BERNARDINO XIX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692300,150,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cra. 62 #165 a-88",ABANDONADO,1609459499933,"2021-01-01 00:05:00",NULL,11001,17089133,NULL,"CNJ,COLINA  CLUB  RESIDENCIAL-FAVOR ANUNCIARSE A LA TR 3 APTO 503",4.74906076,NULL,-74.06177407,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,8665364,NULL,8665364,NULL,NULL,NULL,"kr 62 # 165 a - par",NULL,"PORTALES DEL NORTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692301,NULL,164022,180,5,5,155449495429953284755,...,6500,60,NULL,"KR 58C # CL 132 (BOGOTA)","cl 127a # 51a - 60",CUMPLIDO,1609459500087,"2021-01-01 00:05:00",NULL,11001,NULL,NULL,NULL,4.709920704000069,4.723581048000085,-74.06039782899995,-74.06866705699991,EFECTIVO,NULL,APP,VDG822,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8967454,NULL,NULL,155449495429953284755,NULL,NULL,"cl 127 a # 51 a - par","Pago definido/preliquidado por 6500","URB. HACIENDA CORDOBA NIZA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692302,NULL,NULL,180,NULL,NULL,NULL,NULL,17700,60,NULL,"Colegio Ide Técnico Tomás Rueda Vargas","kr 80f # 42d - 2 sur",ABANDONADO,1609459500205,"2021-01-01 00:05:00",NULL,11001,NULL,NULL,NULL,4.622965446153057,4.56482,-74.16533064097166,-74.08705,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9133022,NULL,NULL,NULL,NULL,NULL,"kr 80 f # 42 d sur - par",NULL,"VILLA NELLY LOS ALISOS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692303,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cra. 79 # 128 - 67",ABANDONADO,1609459500537,"2021-01-01 00:05:00",NULL,11001,17089168,NULL,"CONJ LINDARAJA UNIDAD 6 APT 302",4.7166981,NULL,-74.0806105,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,4644487,NULL,4644487,NULL,NULL,NULL,"kr 79 # 128 - impar",NULL,"NIZA SUBA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692304,NULL,NULL,180,NULL,NULL,NULL,NULL,13600,60,NULL,"Panamericana Kennedy","carrera 25 # 2a - 62",ABANDONADO,1609459500771,"2021-01-01 00:05:00",NULL,11001,NULL,NULL,NULL,4.598963261000051,4.63816,-74.09609621399996,-74.14173,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8315527,NULL,NULL,NULL,NULL,NULL,"kr 25 # 2 a - par",NULL,"EL VERGEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692305,NULL,NULL,180,NULL,NULL,NULL,NULL,11300,60,NULL,"Quintas del Sur","kr 4d # 53 - 88 sur",ABANDONADO,1609459500989,"2021-01-01 00:05:01",NULL,11001,NULL,NULL,NULL,4.541276841053544,4.54648,-74.11600716412067,-74.13977,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9286014,NULL,NULL,NULL,NULL,NULL,"kr 4 d # 53 sur - par",NULL,"DIVISION PICOTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692306,NULL,NULL,180,NULL,NULL,NULL,NULL,14600,60,NULL,"Cai Ramajal","kr 18r # 61 - 61 sur",ABANDONADO,1609459501336,"2021-01-01 00:05:01",NULL,11001,NULL,NULL,NULL,4.560306609890568,4.558062861999986,-74.14016079157591,-74.08313905699998,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9073097,NULL,NULL,NULL,NULL,NULL,"kr 18 r # 61 sur - impar",NULL,"LUCERO ALTO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
